repetition,cell_ids,presented_peptides,presented_hlas,simulation_name,mutation
0,4,peptide140,A0101,100-cells.10x,mut33
0,4,peptide92,A0101,100-cells.10x,mut19
0,4,peptide93,A0101,100-cells.10x,mut19
0,4,peptide99,A0101,100-cells.10x,mut19
0,4,peptide140,A0101,100-cells.10x,mut33
0,4,peptide93,A0101,100-cells.10x,mut19
0,4,peptide92,A0101,100-cells.10x,mut19
0,4,peptide129,A0101,100-cells.10x,mut33
0,4,peptide14,A0101,100-cells.10x,mut20
0,4,peptide16,A0101,100-cells.10x,mut20
0,4,peptide144,A0101,100-cells.10x,mut33
0,4,peptide92,A0101,100-cells.10x,mut19
0,4,peptide152,A0101,100-cells.10x,mut26
0,4,peptide105,A0101,100-cells.10x,mut19
0,4,peptide106,A0101,100-cells.10x,mut19
0,4,peptide97,A0101,100-cells.10x,mut19
0,4,peptide127,A0101,100-cells.10x,mut33
0,4,peptide92,A0101,100-cells.10x,mut19
0,4,peptide132,A0101,100-cells.10x,mut33
0,4,peptide14,A0101,100-cells.10x,mut20
0,4,peptide145,A0101,100-cells.10x,mut26
0,4,peptide14,A0101,100-cells.10x,mut20
0,4,peptide137,A0101,100-cells.10x,mut33
0,4,peptide92,A0101,100-cells.10x,mut19
0,4,peptide92,A0101,100-cells.10x,mut19
0,5,peptide182,A0101,100-cells.10x,mut28
0,5,peptide118,A0101,100-cells.10x,mut39
0,5,peptide106,A0101,100-cells.10x,mut19
0,5,peptide97,A0101,100-cells.10x,mut19
0,5,peptide88,A0101,100-cells.10x,mut15
0,5,peptide99,A0101,100-cells.10x,mut19
0,5,peptide79,A0101,100-cells.10x,mut15
0,5,peptide118,A0101,100-cells.10x,mut39
0,5,peptide147,A0101,100-cells.10x,mut26
0,5,peptide93,A0101,100-cells.10x,mut19
0,5,peptide75,A0101,100-cells.10x,mut15
0,5,peptide198,A0101,100-cells.10x,mut28
0,5,peptide86,A0101,100-cells.10x,mut15
0,5,peptide92,A0101,100-cells.10x,mut19
0,5,peptide116,A0101,100-cells.10x,mut39
0,5,peptide89,A0101,100-cells.10x,mut15
0,5,peptide74,A0101,100-cells.10x,mut15
0,5,peptide88,A0101,100-cells.10x,mut15
0,5,peptide79,A0101,100-cells.10x,mut15
0,6,peptide198,A0101,100-cells.10x,mut28
0,6,peptide127,A0101,100-cells.10x,mut33
0,6,peptide12,A0101,100-cells.10x,mut20
0,6,peptide141,A0101,100-cells.10x,mut33
0,6,peptide182,A0101,100-cells.10x,mut28
0,6,peptide14,A0101,100-cells.10x,mut20
0,6,peptide152,A0101,100-cells.10x,mut26
0,6,peptide182,A0101,100-cells.10x,mut28
0,6,peptide185,A0101,100-cells.10x,mut28
0,6,peptide10,A0101,100-cells.10x,mut20
0,6,peptide7,A0101,100-cells.10x,mut20
0,6,peptide198,A0101,100-cells.10x,mut28
0,6,peptide11,A0101,100-cells.10x,mut20
0,6,peptide140,A0101,100-cells.10x,mut33
0,6,peptide138,A0101,100-cells.10x,mut33
0,6,peptide3,A0101,100-cells.10x,mut20
0,6,peptide194,A0101,100-cells.10x,mut28
0,6,peptide182,A0101,100-cells.10x,mut28
0,6,peptide191,A0101,100-cells.10x,mut28
0,6,peptide14,A0101,100-cells.10x,mut20
0,6,peptide155,A0101,100-cells.10x,mut26
0,6,peptide3,A0101,100-cells.10x,mut20
0,6,peptide140,A0101,100-cells.10x,mut33
0,6,peptide15,A0101,100-cells.10x,mut20
0,6,peptide129,A0101,100-cells.10x,mut33
0,6,peptide132,A0101,100-cells.10x,mut33
0,6,peptide1,A0101,100-cells.10x,mut20
0,6,peptide132,A0101,100-cells.10x,mut33
0,6,peptide183,A0101,100-cells.10x,mut28
0,6,peptide198,A0101,100-cells.10x,mut28
0,6,peptide12,A0101,100-cells.10x,mut20
0,6,peptide23,A0101,100-cells.10x,mut12
0,6,peptide129,A0101,100-cells.10x,mut33
0,7,peptide144,A0101,100-cells.10x,mut33
0,7,peptide6,A0101,100-cells.10x,mut20
0,7,peptide178,A0101,100-cells.10x,mut11
0,7,peptide14,A0101,100-cells.10x,mut20
0,7,peptide129,A0101,100-cells.10x,mut33
0,7,peptide6,A0101,100-cells.10x,mut20
0,7,peptide96,A0101,100-cells.10x,mut19
0,7,peptide105,A0101,100-cells.10x,mut19
0,7,peptide99,A0101,100-cells.10x,mut19
0,7,peptide132,A0101,100-cells.10x,mut33
0,7,peptide4,A0101,100-cells.10x,mut20
0,7,peptide97,A0101,100-cells.10x,mut19
0,7,peptide156,A0101,100-cells.10x,mut26
0,7,peptide106,A0101,100-cells.10x,mut19
0,7,peptide180,A0101,100-cells.10x,mut11
0,7,peptide92,A0101,100-cells.10x,mut19
0,7,peptide14,A0101,100-cells.10x,mut20
0,7,peptide132,A0101,100-cells.10x,mut33
0,7,peptide129,A0101,100-cells.10x,mut33
0,7,peptide92,A0101,100-cells.10x,mut19
0,7,peptide180,A0101,100-cells.10x,mut11
0,7,peptide105,A0101,100-cells.10x,mut19
0,7,peptide177,A0101,100-cells.10x,mut11
0,7,peptide106,A0101,100-cells.10x,mut19
0,7,peptide105,A0101,100-cells.10x,mut19
0,7,peptide172,A0101,100-cells.10x,mut11
0,7,peptide105,A0101,100-cells.10x,mut19
0,8,peptide144,A0101,100-cells.10x,mut33
0,8,peptide182,A0101,100-cells.10x,mut28
0,8,peptide6,A0101,100-cells.10x,mut20
0,8,peptide117,A0101,100-cells.10x,mut39
0,8,peptide144,A0101,100-cells.10x,mut33
0,8,peptide14,A0101,100-cells.10x,mut20
0,8,peptide140,A0101,100-cells.10x,mut33
0,8,peptide143,A0101,100-cells.10x,mut33
0,8,peptide16,A0101,100-cells.10x,mut20
0,8,peptide137,A0101,100-cells.10x,mut33
0,8,peptide190,A0101,100-cells.10x,mut28
0,8,peptide129,A0101,100-cells.10x,mut33
0,8,peptide182,A0101,100-cells.10x,mut28
0,8,peptide6,A0101,100-cells.10x,mut20
0,8,peptide17,A0101,100-cells.10x,mut20
0,8,peptide182,A0101,100-cells.10x,mut28
0,8,peptide7,A0101,100-cells.10x,mut20
0,8,peptide129,A0101,100-cells.10x,mut33
0,8,peptide125,A0101,100-cells.10x,mut39
0,8,peptide182,A0101,100-cells.10x,mut28
0,8,peptide132,A0101,100-cells.10x,mut33
0,8,peptide127,A0101,100-cells.10x,mut33
0,8,peptide191,A0101,100-cells.10x,mut28
0,8,peptide112,A0101,100-cells.10x,mut39
0,8,peptide182,A0101,100-cells.10x,mut28
0,9,peptide132,A0101,100-cells.10x,mut33
0,9,peptide182,A0101,100-cells.10x,mut28
0,9,peptide198,A0101,100-cells.10x,mut28
0,9,peptide182,A0101,100-cells.10x,mut28
0,9,peptide79,A0101,100-cells.10x,mut15
0,9,peptide74,A0101,100-cells.10x,mut15
0,9,peptide86,A0101,100-cells.10x,mut15
0,9,peptide79,A0101,100-cells.10x,mut15
0,9,peptide79,A0101,100-cells.10x,mut15
0,9,peptide144,A0101,100-cells.10x,mut33
0,9,peptide86,A0101,100-cells.10x,mut15
0,9,peptide194,A0101,100-cells.10x,mut28
0,9,peptide17,A0101,100-cells.10x,mut20
0,9,peptide182,A0101,100-cells.10x,mut28
0,9,peptide140,A0101,100-cells.10x,mut33
0,9,peptide16,A0101,100-cells.10x,mut20
0,9,peptide197,A0101,100-cells.10x,mut28
0,9,peptide6,A0101,100-cells.10x,mut20
0,9,peptide14,A0101,100-cells.10x,mut20
0,9,peptide182,A0101,100-cells.10x,mut28
0,9,peptide79,A0101,100-cells.10x,mut15
0,9,peptide14,A0101,100-cells.10x,mut20
0,9,peptide144,A0101,100-cells.10x,mut33
0,9,peptide89,A0101,100-cells.10x,mut15
0,9,peptide6,A0101,100-cells.10x,mut20
0,9,peptide144,A0101,100-cells.10x,mut33
0,10,peptide181,A0101,100-cells.10x,mut28
0,10,peptide190,A0101,100-cells.10x,mut28
0,10,peptide116,A0101,100-cells.10x,mut39
0,10,peptide190,A0101,100-cells.10x,mut28
0,10,peptide198,A0101,100-cells.10x,mut28
0,10,peptide116,A0101,100-cells.10x,mut39
0,10,peptide191,A0101,100-cells.10x,mut28
0,10,peptide84,A0101,100-cells.10x,mut15
0,10,peptide198,A0101,100-cells.10x,mut28
0,10,peptide24,A0101,100-cells.10x,mut12
0,10,peptide125,A0101,100-cells.10x,mut39
0,10,peptide182,A0101,100-cells.10x,mut28
0,10,peptide185,A0101,100-cells.10x,mut28
0,10,peptide89,A0101,100-cells.10x,mut15
0,10,peptide182,A0101,100-cells.10x,mut28
0,10,peptide87,A0101,100-cells.10x,mut15
0,10,peptide190,A0101,100-cells.10x,mut28
0,10,peptide182,A0101,100-cells.10x,mut28
0,10,peptide88,A0101,100-cells.10x,mut15
0,10,peptide77,A0101,100-cells.10x,mut15
0,10,peptide185,A0101,100-cells.10x,mut28
0,10,peptide28,A0101,100-cells.10x,mut12
0,11,peptide88,A0101,100-cells.10x,mut15
0,11,peptide16,A0101,100-cells.10x,mut20
0,11,peptide17,A0101,100-cells.10x,mut20
0,11,peptide76,A0101,100-cells.10x,mut15
0,11,peptide22,A0101,100-cells.10x,mut12
0,11,peptide89,A0101,100-cells.10x,mut15
0,11,peptide86,A0101,100-cells.10x,mut15
0,11,peptide75,A0101,100-cells.10x,mut15
0,11,peptide7,A0101,100-cells.10x,mut20
0,11,peptide84,A0101,100-cells.10x,mut15
0,11,peptide80,A0101,100-cells.10x,mut15
0,11,peptide10,A0101,100-cells.10x,mut20
0,11,peptide88,A0101,100-cells.10x,mut15
0,11,peptide86,A0101,100-cells.10x,mut15
0,11,peptide74,A0101,100-cells.10x,mut15
0,11,peptide85,A0101,100-cells.10x,mut15
0,11,peptide16,A0101,100-cells.10x,mut20
0,11,peptide7,A0101,100-cells.10x,mut20
0,11,peptide86,A0101,100-cells.10x,mut15
0,11,peptide10,A0101,100-cells.10x,mut20
0,11,peptide7,A0101,100-cells.10x,mut20
0,11,peptide89,A0101,100-cells.10x,mut15
0,11,peptide86,A0101,100-cells.10x,mut15
0,11,peptide75,A0101,100-cells.10x,mut15
0,11,peptide84,A0101,100-cells.10x,mut15
0,11,peptide89,A0101,100-cells.10x,mut15
0,11,peptide6,A0101,100-cells.10x,mut20
0,11,peptide7,A0101,100-cells.10x,mut20
0,11,peptide22,A0101,100-cells.10x,mut12
0,12,peptide32,A0101,100-cells.10x,mut12
0,12,peptide190,A0101,100-cells.10x,mut28
0,12,peptide3,A0101,100-cells.10x,mut20
0,12,peptide92,A0101,100-cells.10x,mut19
0,12,peptide25,A0101,100-cells.10x,mut12
0,12,peptide6,A0101,100-cells.10x,mut20
0,12,peptide106,A0101,100-cells.10x,mut19
0,12,peptide192,A0101,100-cells.10x,mut28
0,12,peptide191,A0101,100-cells.10x,mut28
0,12,peptide105,A0101,100-cells.10x,mut19
0,12,peptide106,A0101,100-cells.10x,mut19
0,12,peptide3,A0101,100-cells.10x,mut20
0,12,peptide7,A0101,100-cells.10x,mut20
0,12,peptide101,A0101,100-cells.10x,mut19
0,12,peptide182,A0101,100-cells.10x,mut28
0,12,peptide193,A0101,100-cells.10x,mut28
0,12,peptide132,A0101,100-cells.10x,mut33
0,12,peptide6,A0101,100-cells.10x,mut20
0,12,peptide182,A0101,100-cells.10x,mut28
0,12,peptide93,A0101,100-cells.10x,mut19
0,12,peptide136,A0101,100-cells.10x,mut33
0,12,peptide191,A0101,100-cells.10x,mut28
0,12,peptide92,A0101,100-cells.10x,mut19
0,12,peptide141,A0101,100-cells.10x,mut33
0,12,peptide92,A0101,100-cells.10x,mut19
0,12,peptide144,A0101,100-cells.10x,mut33
0,12,peptide21,A0101,100-cells.10x,mut12
0,12,peptide191,A0101,100-cells.10x,mut28
0,12,peptide191,A0101,100-cells.10x,mut28
0,12,peptide127,A0101,100-cells.10x,mut33
0,12,peptide92,A0101,100-cells.10x,mut19
0,13,peptide1,A0101,100-cells.10x,mut20
0,13,peptide88,A0101,100-cells.10x,mut15
0,13,peptide180,A0101,100-cells.10x,mut11
0,13,peptide92,A0101,100-cells.10x,mut19
0,13,peptide77,A0101,100-cells.10x,mut15
0,13,peptide92,A0101,100-cells.10x,mut19
0,13,peptide168,A0101,100-cells.10x,mut11
0,13,peptide86,A0101,100-cells.10x,mut15
0,13,peptide86,A0101,100-cells.10x,mut15
0,13,peptide4,A0101,100-cells.10x,mut20
0,13,peptide168,A0101,100-cells.10x,mut11
0,13,peptide106,A0101,100-cells.10x,mut19
0,13,peptide80,A0101,100-cells.10x,mut15
0,13,peptide86,A0101,100-cells.10x,mut15
0,13,peptide94,A0101,100-cells.10x,mut19
0,13,peptide172,A0101,100-cells.10x,mut11
0,13,peptide79,A0101,100-cells.10x,mut15
0,13,peptide76,A0101,100-cells.10x,mut15
0,13,peptide170,A0101,100-cells.10x,mut11
0,13,peptide168,A0101,100-cells.10x,mut11
0,13,peptide86,A0101,100-cells.10x,mut15
0,13,peptide106,A0101,100-cells.10x,mut19
0,13,peptide73,A0101,100-cells.10x,mut15
0,13,peptide1,A0101,100-cells.10x,mut20
0,13,peptide85,A0101,100-cells.10x,mut15
0,13,peptide74,A0101,100-cells.10x,mut15
0,13,peptide74,A0101,100-cells.10x,mut15
0,13,peptide1,A0101,100-cells.10x,mut20
0,13,peptide74,A0101,100-cells.10x,mut15
0,13,peptide93,A0101,100-cells.10x,mut19
0,13,peptide89,A0101,100-cells.10x,mut15
0,13,peptide105,A0101,100-cells.10x,mut19
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide198,A0101,100-cells.10x,mut28
0,14,peptide127,A0101,100-cells.10x,mut33
0,14,peptide180,A0101,100-cells.10x,mut11
0,14,peptide172,A0101,100-cells.10x,mut11
0,14,peptide129,A0101,100-cells.10x,mut33
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide196,A0101,100-cells.10x,mut28
0,14,peptide181,A0101,100-cells.10x,mut28
0,14,peptide140,A0101,100-cells.10x,mut33
0,14,peptide168,A0101,100-cells.10x,mut11
0,14,peptide168,A0101,100-cells.10x,mut11
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide132,A0101,100-cells.10x,mut33
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide180,A0101,100-cells.10x,mut11
0,14,peptide196,A0101,100-cells.10x,mut28
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide185,A0101,100-cells.10x,mut28
0,14,peptide132,A0101,100-cells.10x,mut33
0,14,peptide182,A0101,100-cells.10x,mut28
0,14,peptide190,A0101,100-cells.10x,mut28
0,14,peptide193,A0101,100-cells.10x,mut28
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide64,A0101,100-cells.10x,mut44
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide106,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide67,A0101,100-cells.10x,mut44
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide99,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide33,A0101,100-cells.10x,mut12
0,15,peptide103,A0101,100-cells.10x,mut19
0,15,peptide93,A0101,100-cells.10x,mut19
0,15,peptide106,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide93,A0101,100-cells.10x,mut19
0,15,peptide157,A0101,100-cells.10x,mut26
0,15,peptide149,A0101,100-cells.10x,mut26
0,15,peptide147,A0101,100-cells.10x,mut26
0,15,peptide66,A0101,100-cells.10x,mut44
0,15,peptide106,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide92,A0101,100-cells.10x,mut19
0,15,peptide93,A0101,100-cells.10x,mut19
0,16,peptide95,A0101,100-cells.10x,mut19
0,16,peptide182,A0101,100-cells.10x,mut28
0,16,peptide92,A0101,100-cells.10x,mut19
0,16,peptide87,A0101,100-cells.10x,mut15
0,16,peptide87,A0101,100-cells.10x,mut15
0,16,peptide92,A0101,100-cells.10x,mut19
0,16,peptide89,A0101,100-cells.10x,mut15
0,16,peptide127,A0101,100-cells.10x,mut33
0,16,peptide92,A0101,100-cells.10x,mut19
0,16,peptide86,A0101,100-cells.10x,mut15
0,16,peptide89,A0101,100-cells.10x,mut15
0,16,peptide86,A0101,100-cells.10x,mut15
0,16,peptide89,A0101,100-cells.10x,mut15
0,16,peptide90,A0101,100-cells.10x,mut15
0,16,peptide130,A0101,100-cells.10x,mut33
0,16,peptide182,A0101,100-cells.10x,mut28
0,16,peptide106,A0101,100-cells.10x,mut19
0,16,peptide136,A0101,100-cells.10x,mut33
0,16,peptide77,A0101,100-cells.10x,mut15
0,16,peptide191,A0101,100-cells.10x,mut28
0,16,peptide30,A0101,100-cells.10x,mut12
0,16,peptide105,A0101,100-cells.10x,mut19
0,17,peptide21,A0101,100-cells.10x,mut12
0,17,peptide92,A0101,100-cells.10x,mut19
0,17,peptide191,A0101,100-cells.10x,mut28
0,17,peptide92,A0101,100-cells.10x,mut19
0,17,peptide77,A0101,100-cells.10x,mut15
0,17,peptide97,A0101,100-cells.10x,mut19
0,17,peptide75,A0101,100-cells.10x,mut15
0,17,peptide77,A0101,100-cells.10x,mut15
0,17,peptide182,A0101,100-cells.10x,mut28
0,17,peptide182,A0101,100-cells.10x,mut28
0,17,peptide105,A0101,100-cells.10x,mut19
0,17,peptide74,A0101,100-cells.10x,mut15
0,17,peptide32,A0101,100-cells.10x,mut12
0,17,peptide23,A0101,100-cells.10x,mut12
0,17,peptide93,A0101,100-cells.10x,mut19
0,17,peptide86,A0101,100-cells.10x,mut15
0,17,peptide92,A0101,100-cells.10x,mut19
0,17,peptide94,A0101,100-cells.10x,mut19
0,17,peptide80,A0101,100-cells.10x,mut15
0,17,peptide80,A0101,100-cells.10x,mut15
0,17,peptide194,A0101,100-cells.10x,mut28
0,17,peptide185,A0101,100-cells.10x,mut28
0,17,peptide194,A0101,100-cells.10x,mut28
0,17,peptide89,A0101,100-cells.10x,mut15
0,17,peptide182,A0101,100-cells.10x,mut28
0,18,peptide106,A0101,100-cells.10x,mut19
0,18,peptide16,A0101,100-cells.10x,mut20
0,18,peptide92,A0101,100-cells.10x,mut19
0,18,peptide105,A0101,100-cells.10x,mut19
0,18,peptide92,A0101,100-cells.10x,mut19
0,18,peptide198,A0101,100-cells.10x,mut28
0,18,peptide10,A0101,100-cells.10x,mut20
0,18,peptide191,A0101,100-cells.10x,mut28
0,18,peptide93,A0101,100-cells.10x,mut19
0,18,peptide182,A0101,100-cells.10x,mut28
0,18,peptide194,A0101,100-cells.10x,mut28
0,18,peptide106,A0101,100-cells.10x,mut19
0,18,peptide16,A0101,100-cells.10x,mut20
0,18,peptide182,A0101,100-cells.10x,mut28
0,18,peptide185,A0101,100-cells.10x,mut28
0,18,peptide99,A0101,100-cells.10x,mut19
0,18,peptide97,A0101,100-cells.10x,mut19
0,18,peptide191,A0101,100-cells.10x,mut28
0,19,peptide6,A0101,100-cells.10x,mut20
0,19,peptide88,A0101,100-cells.10x,mut15
0,19,peptide79,A0101,100-cells.10x,mut15
0,19,peptide90,A0101,100-cells.10x,mut15
0,19,peptide127,A0101,100-cells.10x,mut33
0,19,peptide170,A0101,100-cells.10x,mut11
0,19,peptide16,A0101,100-cells.10x,mut20
0,19,peptide140,A0101,100-cells.10x,mut33
0,19,peptide133,A0101,100-cells.10x,mut33
0,19,peptide144,A0101,100-cells.10x,mut33
0,19,peptide177,A0101,100-cells.10x,mut11
0,19,peptide137,A0101,100-cells.10x,mut33
0,19,peptide6,A0101,100-cells.10x,mut20
0,19,peptide180,A0101,100-cells.10x,mut11
0,19,peptide89,A0101,100-cells.10x,mut15
0,19,peptide129,A0101,100-cells.10x,mut33
0,19,peptide80,A0101,100-cells.10x,mut15
0,19,peptide168,A0101,100-cells.10x,mut11
0,19,peptide77,A0101,100-cells.10x,mut15
0,19,peptide74,A0101,100-cells.10x,mut15
0,19,peptide132,A0101,100-cells.10x,mut33
0,19,peptide17,A0101,100-cells.10x,mut20
0,19,peptide14,A0101,100-cells.10x,mut20
0,19,peptide86,A0101,100-cells.10x,mut15
0,19,peptide129,A0101,100-cells.10x,mut33
0,19,peptide129,A0101,100-cells.10x,mut33
0,19,peptide77,A0101,100-cells.10x,mut15
0,19,peptide73,A0101,100-cells.10x,mut15
0,19,peptide177,A0101,100-cells.10x,mut11
0,19,peptide127,A0101,100-cells.10x,mut33
0,19,peptide79,A0101,100-cells.10x,mut15
0,19,peptide129,A0101,100-cells.10x,mut33
0,19,peptide86,A0101,100-cells.10x,mut15
0,19,peptide180,A0101,100-cells.10x,mut11
0,19,peptide177,A0101,100-cells.10x,mut11
0,19,peptide11,A0101,100-cells.10x,mut20
0,20,peptide97,A0101,100-cells.10x,mut19
0,20,peptide129,A0101,100-cells.10x,mut33
0,20,peptide191,A0101,100-cells.10x,mut28
0,20,peptide198,A0101,100-cells.10x,mut28
0,20,peptide93,A0101,100-cells.10x,mut19
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide190,A0101,100-cells.10x,mut28
0,20,peptide183,A0101,100-cells.10x,mut28
0,20,peptide190,A0101,100-cells.10x,mut28
0,20,peptide185,A0101,100-cells.10x,mut28
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide132,A0101,100-cells.10x,mut33
0,20,peptide93,A0101,100-cells.10x,mut19
0,20,peptide198,A0101,100-cells.10x,mut28
0,20,peptide136,A0101,100-cells.10x,mut33
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide92,A0101,100-cells.10x,mut19
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide131,A0101,100-cells.10x,mut33
0,20,peptide129,A0101,100-cells.10x,mut33
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide182,A0101,100-cells.10x,mut28
0,20,peptide191,A0101,100-cells.10x,mut28
0,21,peptide180,A0101,100-cells.10x,mut11
0,21,peptide180,A0101,100-cells.10x,mut11
0,21,peptide180,A0101,100-cells.10x,mut11
0,21,peptide176,A0101,100-cells.10x,mut11
0,21,peptide168,A0101,100-cells.10x,mut11
0,21,peptide172,A0101,100-cells.10x,mut11
0,21,peptide178,A0101,100-cells.10x,mut11
0,21,peptide180,A0101,100-cells.10x,mut11
0,21,peptide180,A0101,100-cells.10x,mut11
0,21,peptide168,A0101,100-cells.10x,mut11
0,21,peptide180,A0101,100-cells.10x,mut11
